title,date,country,description,keywords,categories,source_url,page,source_category
We Buy La Prairie,"2 Oct, 2018",Hong Kong,"Dear Sir / Madam,
This is Jack from E&J Trading Limited. We are wholesalers for online stores andcosmetics stores in HK and would like to explore for the possibility of building business relationship with your company.
Premium brandcosmetics and skincare, like YSL, Armani, Chanel, Givenchy, Tom Ford, DIOR, NARS, La Prairie, Sisley, HR, Valmount and Cle De Peau are my main business at the moment",,"Personal Care,Skin Care Serum",https://importer.ec21.com/buy-lead/We-Buy-La-Prairie--24097159.html,28,
Buy Find Suppliers,"28 Jan, 2016",Vietnam,"Need to find business partners in the country and abroad.
Currently our company needs are imported the following types of items:
- US Functional Foods.
- The Japanesecosmetics Spa.
- Animal feed of cattle.
- Agricultural products (used for crops: pepper, cashew, coffee, tea, flowers, rice, vegetables ...):
+ fertilizer,
+ probiotics.
Requirements: Our Unit is the exclusive distributor (F1) in Vi",,"Health & Medical,Health Food",https://importer.ec21.com/buy-lead/Buy-Find-Suppliers--23931235.html,29,
Buy Aroma Grand Diode Hair Removal Laser,"1 Jun, 2016",United States,"i am looking for korea made hair removal andcosmeticlaser and asthetic machines ,fillers,and spa supplies with FDA",,"Personal Care,Other Hair Removal Product",https://importer.ec21.com/buy-lead/Buy-Aroma-Grand-Diode-Hair--23980291.html,29,
Buy OSHIAREE PST-Cell Hydro Collagen Spot Ampoule,"22 Apr, 2016",Taiwan,"Dear Sir, Please kindly offercosmetics and serum information on your product lines.
Best regards
Joseph Chang",,"Personal Care,Skin Care Serum",https://importer.ec21.com/buy-lead/Buy-OSHIAREE-PST-Cell-Hydro--23965136.html,29,
Buy Foot Peeling Mask,"25 Nov, 2015",United States,"Hello ladies and gentlemen. I've been selling Koreancosmetics in New York. I was interested FOOT PEELING MASK. Please send a price list and terms of shipping and payment.
Sincerely. Alexander.",,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-Foot-Peeling-Mask--23897942.html,29,
Buy UHT Milk,"11 Aug, 2015",Cameroon,"Glodairy Resources.Sarl is a trading & importing consultancy dealing on UHT Milk, Canned Foods, .Spaghetti .milk produt andcosmeticin which we are in enage in high demand seeking to buy this iterm in bulk quntitys,
Therefore, we are looking for a good raible supplier to contact us with their product range catalogues and price qoute base on CIF price for our study which to enable us to place our","UHT,CANNED FOODS,PASTA,COSMETIC HERBAL","Food & Beverage,Milk",https://importer.ec21.com/buy-lead/Buy-UHT-Milk--23849474.html,29,
We Buy food and beverages,"10 Nov, 2017",Benin,"We need all kinds of food and beverages
1-
Alcohol
Baby Food
Bakery
Candy
Canned Food
Chocolate
Coffee
Cooking Oil
Dried Food
Drinking Water
Fast Food
Fish & Seafood
Flavor Enhancers
Food Stocks
Fresh Food
Frozen Food
Honey
Other Drinks
Soft Drinks
Tea
we need them in all sizes","food beverages,cosmetics,garment,leather bags","Agriculture,Sunflower Oil",https://importer.ec21.com/buy-lead/We-Buy-food-and-beverages--24145573.html,29,
We Buy Essential Oil,"5 Dec, 2020",Bangladesh,"Dear Sir,
We are importer, exporter and indenter for medicinal raw herbs and other items.
We are looking  in the following (essential) oils ofcosmeticgrade:
Lupinus Albus
Vateria Indica
Please, provide us with the price for your min qty order and COA for one of the latest batches. We would be grateful for your quick reply. 
Thanking you
With best kind regards
Shahadat Hossain. (Proprietor)","essential,oil,Lupinus,Vateria","Health & Medical,Spa Essential Oil",https://importer.ec21.com/buy-lead/We-Buy-Essential-Oil--24311167.html,29,
We Buy Venom,"17 Aug, 2019",Bangladesh,"Dear Sir,
We are dealer, exporter, importer, indentor and general supplier of raw materials for Homeopathic, Unani, Ayurveda, Bio-Pharmacy, Pharmaceutical, Perfumer,CosmeticIndustry, Chemical industry, Food & Beverages Industry, Herbal medicines & products, etc.
Currently we require below mentioned Scorpion Venom (each 2 grams),
Leiurus Quinquestriatus Venom
Asdroctonus amoreuxi Venom
Androcton","Scorpion,Snake,Venom","Agriculture,Animal Extract",https://importer.ec21.com/buy-lead/We-Buy-Venom--24251576.html,29,
Buy Glycerin / Glycerol and Diglycerin / Diglycerol,"26 May, 2016",India,"provide rate and pack size of DIGLYCERIN case # 59113-36-9 forcosmeticfor shampoo purpose ,
supply at selaqui dehradun INDIA",,"Chemicals,Organic Acid",https://importer.ec21.com/buy-lead/Buy-Glycerin-Glycerol--23978390.html,29,
"We Buy 1,3-Propanediol Extracted From Palm Oil","27 Dec, 2018",Korea,"We are a trading company dealing withcosmeticraw materials e.g pigment, active in the wholecosmeticindustry. 
At this time, we are looking for the below material which can be right away used in our basecosmeticarea if it is suitable to meet our speicifcation. 
So, we would like to ask you the supply availability of below product in your product portfolio and the best price along with releva","cosmetic raw material,moisturer,bio-PDO,preservation","Chemicals,Plant Extract",https://importer.ec21.com/buy-lead/We-Buy-1-3-Propanediol--24192806.html,29,
Buy StemCello Revitalizing HairGro Essence(Hair Essence),"9 Dec, 2015",India,"we need stemcello revializing emortal anti hair loss ampoule
of 50 boxes
contact us
Dr S. Kumar 
Skin HairCosmetics Clinic
127/559 b, w1 saket nagar kanpur
208014
mob. +919307404666",,"Personal Care,Hair Conditioner",https://importer.ec21.com/buy-lead/Buy-StemCello-Revitalizing-HairGro-Essence--23903521.html,29,
Buy Refined Coconut Oil,"20 Jan, 2016",United States,"We are looking for coconut oil forcosmeticand medicinal purpose available in bulk, 55 gallon or 200 Kg containers.It must be odorless, colorless and liquid at temperature below 76 degrees.",,"Agriculture,Coconut Oil",https://importer.ec21.com/buy-lead/Buy-Refined-Coconut-Oil--23927927.html,29,
Buy Organic Snail Slime Extract,"19 Jun, 2015",Iceland,"I am looking for a snail slime secretion pure and organic for mycosmetics. I would like to get example first before ordering larger quantities. Please contace me if you have a good product. 
Thank you, Margret",,"Chemicals,Cosmetic Raw Materials",https://importer.ec21.com/buy-lead/Buy-Organic-Snail-Slime-Extract--23823665.html,29,
Buy Buying and Seller,"22 Jan, 2018",Bangladesh,"we are 100% all kinds of products exporter and importer. 
as clothing. Garments accessories. electronics.cosmetics. cookery. transport plastic Steel. leather. handicraft. and all kinds of antics products selling and buying and agent of U2B Marketing
House # 2208 (3rd floor ) Habib building.
Zakir hossain road. G.E.C Khulishi Chittagong Bangladesh
Help line Number = +8801819947321
Office cell Num","apparel,transport,Steel,electronics","Apparel,Apparel Stock",https://importer.ec21.com/buy-lead/Buy-Buying-and-Seller--24161586.html,29,
Buy Isleaf Fugato Emulsion,"18 Aug, 2016",China,"we are a company from Guangzhou China, and looking for products that is potential in chinese market which includes:cosmetics, skincare products for woman or children or others categories are also acceptable as long as it is of fine quality.
arrangement of EMS(send to china and pls provide charging standard) will be highly appreciated",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-Isleaf-Fugato-Emulsion--24013368.html,29,
We Buy Organic Korean Beauty Products,"27 May, 2021",Ukraine,"Koreancosmeticbrands have been known for their excellent quality, and our goal help takes little-known brands to the global markets. 
Our mission is to make Korean beauty brands more accessible to everyone in the world. We want every consumer to understand how much benefit they can get from Korean skincare products. 
We cordially invite little-known korean beauty brands to cooperation.","organic skincare,organic cosmetics,cruelty free","Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/We-Buy-Organic-Korean-Beauty--24312554.html,29,
We Buy Quote Price,"17 May, 2018",Nigeria,"Dear Sir,
We introduce company as importers of Blanket,Malaria drugs,Honey,Cardigan,Olive oil,Toothpaste,Detergent powder,Shirts,T.Shirts,Ladies Under wears,Guar Gum,Yellow Sugar,Cosmetics,Food/Beverages,Bicycles,Prefab House,School bags,Slippers,Rose Oil,Furniture,Jeans,Drinking Bottle Water,Bed Sheet, Etc products into Nigeria Markets would like to establish a long term business relationship ve","Blankets,Honey,Malaria Drugs,Cardigan","Textiles & Leather Products,Blanket",https://importer.ec21.com/buy-lead/We-Buy-Quote-Price--24182503.html,29,
Buy Buy,"18 Feb, 2017",Nigeria,"Dear Sir,
We are importers of honey,olive oil,fertilizer,t.shirts,guar gum powder,foot wear,garments,children jackets,onions,spices,under wears,paints,glue,cars,disposable razor,surgical gloves,safety vest,yeast,starch,milk,swan timber,doors/panel doors,led bulb,socks,coffee,coconut oil,fish meal,feeds,towel,cosmetics,soap.detergents,furnitures,herbal tea,mirrors,sparkling drinking water,sugar,wi","Honey,Olive Oil,Ferilizer,T.shirts","Agriculture,Other Agriculture Products",https://importer.ec21.com/buy-lead/Buy-Buy--24072968.html,29,
We Buy Estee Lauder Double Wear Cushion BB,"18 Aug, 2017",China,"Thecosmeticbrands that we are involved in including of Christian Dior, Chanel, Armani,Givenchy,Estee Lauder,Lancome,Tome Ford,Chantecaille,Evelom,
Sisley,La Mer,La Prairie, YSL, By Terry,Mac,Nars,Make Up Forever,Serge Lutens,Bobby Brown,Lancome,Helena Rubinstein,Kiehl's,Avene,Bioderma,Caudalie,
Anastasia and so on. 
The perfume brands as Jo Malone,Hermes,Serge Lutens,Diptyque,Marc Jacobs,Dior,C",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/We-Buy-Estee-Lauder-Double--24127533.html,29,
Buy  buy imported,"24 Apr, 2017",Brazil,"My interest is to buy imported to sell in Brazil at a fair price. I buy supplements, iphones, clothes andcosmetics.",,"Telecommunications,Mobile Phones",https://importer.ec21.com/buy-lead/Buy-buy-imported--24095795.html,29,
We Buy Cirmage Lifting Stick,"20 Jan, 2018",Vietnam,"My name is Loc Pham, I'm acosmeticdistributor in Vietnam.
I'm looking for supplier of Cirmage Lifting Stick. I would like to order with the MOQ to check the quality. 
I hope you could offer me a good price to start a new business relationship.
Please contact me at: logan@ 
aporonz.com
Kind regards,
Loc Pham",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/We-Buy-Cirmage-Lifting-Stick--24161232.html,30,
We Buy Danna seven color Lens,"29 Mar, 2018",Vietnam,"My name is Vanessa and and I have acosmetics store in Vietnam, you can have a look at my website here: www.thecloud.vn.
I'm very interested in becoming your business partner to sell Danna Colorful Lens as well as the other high quality lens (ex: O-lens ..) in Vietnam. 
Thank you very much.
Best regards,",,"Timepieces, Jewelry, Eyewear,Contact Lenses",https://importer.ec21.com/buy-lead/We-Buy-Danna-seven-color--24173385.html,30,
We Buy Huaou,"12 Nov, 2018",Netherlands,"Lab equipment. Setting up a small lab, accessible to public who is buying our goods. We need good lab equipment to store raw materials, half fabricates and finished products, that are handy in use.
We deal incosmetics.","Lab equipment,Flask jar reagent beaker,Bottle Erlenmeyer","Measurement & Analysis Instruments,Testing Equipment",https://importer.ec21.com/buy-lead/We-Buy-Huaou--24213036.html,30,
Buy Ordinary Portland Cement 42.5R,"20 Apr, 2017",United States,"cosmetics, and consumer goods.
ARGT wields a dedicated staff with decades of experience in international trade. From our beginning in textiles, we continued through automotive and machinery sectors and now have experience in a broad array of import/export sectors. 
I would be happy to share additional information with you and or send you a fact sheet. Please feel to check us out online or on Link",,"Construction & Real Estate,Cement",https://importer.ec21.com/buy-lead/Buy-Ordinary-Portland-Cement-42.5R--24094981.html,30,
We Buy CND Shellac All Colors  (100% Authentic Made in USA),"5 Jan, 2018",United Kingdom,"We would like to buy wholesale of cnd shellac products.
IN the mean time we are interested in other nail polish products and othercosmetics.Thank you.",,"Personal Care,Nail Polish",https://importer.ec21.com/buy-lead/We-Buy-CND-Shellac-All--24158149.html,30,
We Buy Red Wine,"30 Jul, 2018",China,"if you are one of the manufacture or trader of wine,pls send email to grace AT ctbzzp.com 
Grace will connect with you,thanks!","wine,red wine,cosmetics,lafei","Food & Beverage,Wine",https://importer.ec21.com/buy-lead/We-Buy-Red-Wine--24195583.html,30,
"We Buy Beverages,bathing Soap And Washing Soap","22 Oct, 2018",Benin,"we want to buy Food and beverages processing Machines, Beverages,bathing Soap and washing soap here and we are very ready to buy from any exporter/suppliers of the above listed product.
so let interested suppliers of the above products contact us here directly by email for business.
Thanks 
Adanna Ikoro","beverages,washing soap,bathing soap,cosmetics","Manufacturing & Processing Machinery,Beverage Processing Machinery",https://importer.ec21.com/buy-lead/We-Buy-Beverages-bathing-Soap--24209327.html,30,
We Buy La Mer Creme/ other (anti-wrinkle products ),"21 Sep, 2017",Hong Kong,"we are a healthcare andcosmeticproduct distributor in Hong Kong. we are looking for products of below brands:
La Mer, La Prairie, YSL, Armani, Tom Ford, etc.",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/We-Buy-La-Mer-Creme--24136324.html,30,
Buy Hotgoods Steam Shrink Tunnel,"11 Mar, 2017",Canada,"We are a skincare company interested in purchasing a shrink wrapping machine forcosmeticproducts, such as square acrylic jars and acrylic lotion bottles. As our products are highly sensitive to heat, kindly send us a list of products that would be suitable for our needs.",,"Manufacturing & Processing Machinery,Beverage Processing Machinery",https://importer.ec21.com/buy-lead/Buy-Hotgoods-Steam-Shrink-Tunnel--24081761.html,30,
Buy  Kybella,"26 Aug, 2018",United Kingdom,kybella injection forcosmetictreatment.you can contact me if you can supply it to me. YOU CAN SEND EMAIL TO ME,kybella,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-Kybella--24200737.html,30,
We Buy Health Food,"20 Feb, 2019",Hong Kong,"We are looking for various kind of Korean products like health food, baby care, toys,cosmetic. We welcome manufacturer and traders who can provide our sourcing request.","health foods,babycare,cosmetics","Health & Medical,Health Food",https://importer.ec21.com/buy-lead/We-Buy-Health-Food--24226597.html,30,
Buy Buy Face Mask 1440,"22 May, 2018",Bulgaria,Our company is looking for a manufacturer or distributor of quality facialcosmeticproducts. Headquarters in Bulgaria - Eastern Europe.,"face mask,cosmetic face mask,skin face mask,hialuronic fase mask","Personal Care,Face Mask",https://importer.ec21.com/buy-lead/Buy-Buy-Face-Mask-1440--24183256.html,30,
